Price,Close,High,Low,Open,Volume,price_change,future_up
2025-03-10 14:30:00+00:00,226.5086975097656,229.5,225.2899932861328,228.55499267578125,11879291,-0.008931548959681845,0
2025-03-10 15:30:00+00:00,225.47999572753903,227.2899932861328,224.22000122070312,226.52999877929688,6728298,-0.004541555328939295,0
2025-03-10 16:30:00+00:00,225.2100067138672,226.69000244140625,224.3249969482422,225.5399932861328,5441202,-0.0011973967482157288,1
2025-03-10 17:30:00+00:00,226.5800018310547,226.97999572753906,224.8699951171875,225.24000549316406,5343177,0.006083189362576125,1
2025-03-10 18:30:00+00:00,226.9761962890625,227.51499938964844,224.4208984375,226.58999633789062,7127512,0.001748585289107929,1
2025-03-10 19:30:00+00:00,227.5410003662109,228.64999389648438,226.5,226.99000549316406,8057482,0.0024883846252719,0
2025-03-11 13:30:00+00:00,222.5200042724609,225.83990478515625,220.00999450683594,223.8000030517578,17705238,-0.02206633567431393,0
2025-03-11 14:30:00+00:00,221.00320434570312,222.9499969482422,220.58999633789062,222.49000549316406,7838273,-0.006816465475618871,0
2025-03-11 15:30:00+00:00,218.5500030517578,221.74000549316406,218.5,220.97999572753906,8314282,-0.011100297397081627,0
2025-03-11 16:30:00+00:00,217.7550048828125,219.8800048828125,217.4499969482422,218.5399932861328,7268661,-0.003637603101552145,1
2025-03-11 17:30:00+00:00,220.5449981689453,220.97999572753906,217.67999267578125,217.72999572753906,6404020,0.012812533459950926,1
2025-03-11 18:30:00+00:00,221.82020568847656,223.27999877929688,220.09019470214844,220.5500030517578,7110964,0.005782074089725642,0
2025-03-11 19:30:00+00:00,220.72999572753903,222.0500030517578,220.5800018310547,221.82000732421875,6574063,-0.004914836128448119,0
2025-03-12 13:30:00+00:00,218.9499969482422,221.75,218.8300018310547,220.17999267578125,13585830,-0.008064145398226752,0
2025-03-12 14:30:00+00:00,216.44500732421875,219.39999389648438,214.91000366210938,218.9499969482422,10732384,-0.011440921027350393,1
2025-03-12 15:30:00+00:00,218.3603973388672,218.61000061035156,216.3300018310547,216.47000122070312,5950460,0.008849314836721245,0
2025-03-12 16:30:00+00:00,218.18980407714844,218.60000610351562,216.8800048828125,218.44500732421875,4501805,-0.0007812463422751659,0
2025-03-12 17:30:00+00:00,216.1100006103516,218.22000122070312,215.92999267578125,218.1300048828125,5341362,-0.009532083662632806,0
2025-03-12 18:30:00+00:00,215.639892578125,217.08990478515625,215.0500030517578,216.1199951171875,6048770,-0.002175318268006432,1
2025-03-12 19:30:00+00:00,216.94000244140625,217.27000427246094,215.27999877929688,215.64999389648438,7314758,0.006029078607568961,0
2025-03-13 13:30:00+00:00,214.27999877929688,216.8394012451172,214.22000122070312,215.94000244140625,11543428,-0.012261471522882594,0
2025-03-13 14:30:00+00:00,214.0402069091797,214.82000732421875,213.6300048828125,214.3000030517578,6000675,-0.0011190585751503779,0
2025-03-13 15:30:00+00:00,211.94000244140625,214.35000610351562,211.63999938964844,214.0449981689453,8062598,-0.009812196026630526,0
2025-03-13 16:30:00+00:00,211.15499877929688,212.92999267578125,210.69000244140625,211.93380737304688,5949778,-0.003703895692491521,1
2025-03-13 17:30:00+00:00,212.2899932861328,212.47000122070312,210.50010681152344,211.13999938964844,5034049,0.005375172330266631,0
2025-03-13 18:30:00+00:00,210.6300048828125,212.4698944091797,210.36000061035156,212.28599548339844,5897570,-0.007819437824763242,0
2025-03-13 19:30:00+00:00,209.7100067138672,210.7100067138672,208.4199981689453,210.6699981689453,9508816,-0.004367840039965709,1
2025-03-14 13:30:00+00:00,210.3780975341797,213.42999267578125,209.5800018310547,211.25,14448242,0.003185784173017847,1
2025-03-14 14:30:00+00:00,211.92999267578125,212.3800048828125,209.97999572753906,210.3800048828125,7229106,0.007376695386977827,1
2025-03-14 15:30:00+00:00,212.23069763183597,213.94000244140625,211.91000366210938,211.92999267578125,5804814,0.0014188881538572673,1
2025-03-14 16:30:00+00:00,212.31500244140625,213.5,212.07229614257812,212.23500061035156,3579047,0.0003972319297396165,0
2025-03-14 17:30:00+00:00,211.2449951171875,212.6898956298828,210.75999450683594,212.30259704589844,6007354,-0.005039716044154985,1
2025-03-14 18:30:00+00:00,212.90530395507807,213.41099548339844,211.25,211.25,4621820,0.007859636328754194,1
2025-03-14 19:30:00+00:00,213.3800048828125,213.89999389648438,212.7100067138672,212.8946075439453,6350358,0.002229634109230938,0
2025-03-17 13:30:00+00:00,213.2247009277344,214.97000122070312,212.1699981689453,213.36000061035156,9570854,-0.0007278280603817411,0
2025-03-17 14:30:00+00:00,210.75469970703125,213.25999450683594,210.46969604492188,213.22500610351562,5939423,-0.011584029476680024,1
2025-03-17 15:30:00+00:00,211.1999969482422,211.8000030517578,209.97999572753906,210.7550048828125,4387530,0.0021128698047063743,1
2025-03-17 16:30:00+00:00,212.33030700683597,212.3699951171875,211.08999633789062,211.2100067138672,3083388,0.0053518469456739215,1
2025-03-17 17:30:00+00:00,214.4550018310547,214.73019409179688,212.27999877929688,212.35499572753906,4126373,0.010006554665558554,1
2025-03-17 18:30:00+00:00,214.68499755859372,214.7967987060547,214.07000732421875,214.4499969482422,3623892,0.0010724661377692346,0
2025-03-17 19:30:00+00:00,214.19000244140625,215.22000122070312,213.6699981689453,214.67999267578125,6930829,-0.0023056809875705575,1
2025-03-18 13:30:00+00:00,214.5514068603516,215.14999389648438,212.9499969482422,214.13999938964844,10203982,0.001687307599915755,0
2025-03-18 14:30:00+00:00,213.3300018310547,214.88999938964844,212.64999389648438,214.5500030517578,4477342,-0.0056928316023203696,1
2025-03-18 15:30:00+00:00,213.72000122070312,213.77499389648438,212.7899932861328,213.25,3176514,0.0018281506881403509,0
2025-03-18 16:30:00+00:00,212.2834014892578,213.7736053466797,211.49000549316406,213.6999969482422,4535545,-0.00672187779917599,0
2025-03-18 17:30:00+00:00,211.9949951171875,212.32000732421875,211.55979919433594,212.3000030517578,3006313,-0.0013585912513508491,1
2025-03-18 18:30:00+00:00,212.34500122070312,212.65499877929688,211.810302734375,212.0,3435188,0.0016510111633631919,1
2025-03-18 19:30:00+00:00,212.7899932861328,213.25999450683594,212.30999755859375,212.34500122070312,4396249,0.0020956088576211673,1
2025-03-19 13:30:00+00:00,217.1450042724609,218.75999450683594,213.91009521484375,214.22000122070312,11385869,0.020466239596483415,0
2025-03-19 14:30:00+00:00,215.66900634765625,217.2198028564453,214.9600067138672,217.2100067138672,5115267,-0.006797291651953752,0
2025-03-19 15:30:00+00:00,215.3000030517578,216.75,215.17999267578125,215.69000244140625,3249560,-0.001710970445626292,0
2025-03-19 16:30:00+00:00,214.3800048828125,215.3300018310547,214.2899932861328,215.2899932861328,2801294,-0.004273098726915281,0
2025-03-19 17:30:00+00:00,214.2700042724609,215.04969787597656,213.75,214.39199829101562,4823378,-0.000513110401372141,1
